datetime,temperature,predicted_demand_10000kW
2026-09-14 00:00:00,22.9,2392.167759100005
2026-09-14 01:00:00,23.1,2295.0325602819225
2026-09-14 02:00:00,23.2,2227.500696907011
2026-09-14 03:00:00,23.2,2256.945242006157
2026-09-14 04:00:00,23.2,2301.341779232234
2026-09-14 05:00:00,23.1,2362.341474766456
2026-09-14 06:00:00,23.2,2524.0391746313817
2026-09-14 07:00:00,24.4,2794.014260649114
2026-09-14 08:00:00,26.3,3295.5679752831606
2026-09-14 09:00:00,28.1,3725.9802083882737
2026-09-14 10:00:00,29.3,4011.560483539004
2026-09-14 11:00:00,30.2,4021.2159496404242
2026-09-14 12:00:00,30.7,3969.7627618249367
2026-09-14 13:00:00,30.9,3993.9721413260636
2026-09-14 14:00:00,30.9,3988.8391886680706
2026-09-14 15:00:00,29.9,4002.3002753437045
2026-09-14 16:00:00,29.4,3967.696623360607
2026-09-14 17:00:00,28.3,3866.7330332920847
2026-09-14 18:00:00,27.3,3744.008018334882
2026-09-14 19:00:00,26.9,3680.7100664239415
2026-09-14 20:00:00,26.7,3409.9220882007266
2026-09-14 21:00:00,26.4,3223.2430800974007
2026-09-14 22:00:00,26.1,3015.995885732511
2026-09-14 23:00:00,25.8,2892.7199543807656
