datetime,temperature,predicted_demand_10000kW
2026-09-23 00:00:00,22.7,2348.826969651399
2026-09-23 01:00:00,22.5,2210.37744391007
2026-09-23 02:00:00,22.2,2203.366823804233
2026-09-23 03:00:00,22.1,2204.1376184187197
2026-09-23 04:00:00,21.9,2194.3763904368147
2026-09-23 05:00:00,21.6,2128.1327777113834
2026-09-23 06:00:00,21.5,2175.2031609153487
2026-09-23 07:00:00,21.6,2255.5451096723723
2026-09-23 08:00:00,21.9,2527.5815271224055
2026-09-23 09:00:00,22.3,2770.667788622697
2026-09-23 10:00:00,22.7,2975.4137254144207
2026-09-23 11:00:00,23.1,3015.494581520716
2026-09-23 12:00:00,23.0,2998.5308837518564
2026-09-23 13:00:00,23.0,3008.8727905976716
2026-09-23 14:00:00,22.9,3016.853771096747
2026-09-23 15:00:00,22.8,3001.1823162487335
2026-09-23 16:00:00,22.7,3042.4288865106196
2026-09-23 17:00:00,22.5,3095.428590615911
2026-09-23 18:00:00,22.1,3075.9460754304428
2026-09-23 19:00:00,21.8,2994.088476768442
2026-09-23 20:00:00,21.5,2850.565801126216
2026-09-23 21:00:00,21.2,2716.8060373162934
2026-09-23 22:00:00,21.0,2669.585544216266
2026-09-23 23:00:00,20.5,2562.273958175
