datetime,temperature,predicted_demand_10000kW
2026-08-30 00:00:00,19.8,2575.8429270494667
2026-08-30 01:00:00,19.7,2449.513214551422
2026-08-30 02:00:00,19.7,2359.38052560217
2026-08-30 03:00:00,19.8,2323.390996299167
2026-08-30 04:00:00,19.8,2304.072653493803
2026-08-30 05:00:00,19.7,2306.310860093218
2026-08-30 06:00:00,19.7,2375.6036970464306
2026-08-30 07:00:00,19.9,2443.6430578371096
2026-08-30 08:00:00,20.5,2614.7879705465057
2026-08-30 09:00:00,21.2,2866.648220336372
2026-08-30 10:00:00,21.9,2887.914991471384
2026-08-30 11:00:00,22.9,2934.1707001633185
2026-08-30 12:00:00,23.2,2940.943032898727
2026-08-30 13:00:00,23.1,2941.170132138672
2026-08-30 14:00:00,24.0,3003.6076583756058
2026-08-30 15:00:00,24.8,2963.179927583667
2026-08-30 16:00:00,25.4,3063.7695220852324
2026-08-30 17:00:00,25.5,3157.1177614950316
2026-08-30 18:00:00,25.3,3179.1538575948607
2026-08-30 19:00:00,24.8,3117.9469180236356
2026-08-30 20:00:00,24.4,3001.766926173527
2026-08-30 21:00:00,24.1,2872.7496012178995
2026-08-30 22:00:00,23.8,2717.9812877178933
2026-08-30 23:00:00,23.6,2635.3134849477947
