datetime,temperature,predicted_demand_10000kW
2026-09-21 00:00:00,21.7,2303.342894307334
2026-09-21 01:00:00,21.5,2197.9686870226215
2026-09-21 02:00:00,21.4,2174.308445282585
2026-09-21 03:00:00,21.4,2180.871555971304
2026-09-21 04:00:00,21.3,2166.0370335764924
2026-09-21 05:00:00,21.3,2214.8057702474566
2026-09-21 06:00:00,21.2,2266.1112881126596
2026-09-21 07:00:00,21.2,2364.5400363348963
2026-09-21 08:00:00,21.5,2681.4918443991346
2026-09-21 09:00:00,21.9,2865.566444428135
2026-09-21 10:00:00,22.6,2956.8462604906995
2026-09-21 11:00:00,23.5,3042.1303107080766
2026-09-21 12:00:00,24.7,3121.7633152978015
2026-09-21 13:00:00,25.1,3165.663386840423
2026-09-21 14:00:00,25.4,3112.0523001899815
2026-09-21 15:00:00,25.7,3164.621104755363
2026-09-21 16:00:00,25.7,3224.1878758927473
2026-09-21 17:00:00,25.7,3226.7176457035357
2026-09-21 18:00:00,25.5,3181.2454708044097
2026-09-21 19:00:00,25.1,3154.3222298957894
2026-09-21 20:00:00,25.0,3047.793097764648
2026-09-21 21:00:00,24.8,2903.0937804427303
2026-09-21 22:00:00,25.6,2720.4734027909544
2026-09-21 23:00:00,25.9,2718.7818116593194
