datetime,temperature,predicted_demand_10000kW
2026-09-26 00:00:00,21.9,2439.1930333075743
2026-09-26 01:00:00,21.9,2331.1038731068184
2026-09-26 02:00:00,21.1,2233.6088517508824
2026-09-26 03:00:00,21.0,2238.4084121770957
2026-09-26 04:00:00,20.7,2233.335981626124
2026-09-26 05:00:00,20.4,2246.7816153978297
2026-09-26 06:00:00,20.3,2297.1014347543683
2026-09-26 07:00:00,20.3,2430.6151086701348
2026-09-26 08:00:00,20.1,2585.9739112415673
2026-09-26 09:00:00,19.5,2742.1304714089624
2026-09-26 10:00:00,19.0,2785.121470510453
2026-09-26 11:00:00,18.7,2872.829378883563
2026-09-26 12:00:00,18.6,2844.10686684021
2026-09-26 13:00:00,18.7,2873.6132692462957
2026-09-26 14:00:00,18.9,2851.262034685411
2026-09-26 15:00:00,18.8,2859.171146603853
2026-09-26 16:00:00,18.6,2858.9855918755716
2026-09-26 17:00:00,18.5,2861.263373314284
2026-09-26 18:00:00,18.4,2872.6247470062117
2026-09-26 19:00:00,18.3,2762.0948049342574
2026-09-26 20:00:00,18.1,2750.5344966839707
2026-09-26 21:00:00,17.8,2622.6403369944755
2026-09-26 22:00:00,17.7,2544.264009638559
2026-09-26 23:00:00,17.7,2428.5334922600136
