datetime,temperature,predicted_demand_10000kW
2026-09-12 00:00:00,19.7,2429.9703340988353
2026-09-12 01:00:00,19.7,2326.186077725019
2026-09-12 02:00:00,19.8,2291.286222112057
2026-09-12 03:00:00,19.8,2273.9795293473744
2026-09-12 04:00:00,19.8,2276.208888885837
2026-09-12 05:00:00,19.8,2313.668345940728
2026-09-12 06:00:00,19.9,2364.190191476214
2026-09-12 07:00:00,20.1,2478.716321376419
2026-09-12 08:00:00,20.5,2620.538856069273
2026-09-12 09:00:00,20.7,2694.01570871984
2026-09-12 10:00:00,21.1,2730.6408701546425
2026-09-12 11:00:00,21.7,2792.9287541627755
2026-09-12 12:00:00,22.4,2803.7643832785343
2026-09-12 13:00:00,23.5,2808.911671763548
2026-09-12 14:00:00,24.3,2813.513569857145
2026-09-12 15:00:00,24.3,2847.6626392637145
2026-09-12 16:00:00,24.3,2876.218665209249
2026-09-12 17:00:00,24.0,2997.3614878022095
2026-09-12 18:00:00,23.5,3009.736161379254
2026-09-12 19:00:00,23.0,2907.8317798000853
2026-09-12 20:00:00,22.8,2786.9412857361363
2026-09-12 21:00:00,22.7,2696.1653988788094
2026-09-12 22:00:00,22.5,2611.4953569825525
2026-09-12 23:00:00,22.4,2531.653702780999
