datetime,temperature,predicted_demand_10000kW
2026-08-31 00:00:00,23.1,2418.3127334921796
2026-08-31 01:00:00,23.0,2336.154565515422
2026-08-31 02:00:00,22.8,2286.910237182933
2026-08-31 03:00:00,22.6,2296.961428321566
2026-08-31 04:00:00,22.4,2348.1032556418745
2026-08-31 05:00:00,22.3,2403.514700671191
2026-08-31 06:00:00,22.5,2608.838156717853
2026-08-31 07:00:00,23.3,2927.273864867214
2026-08-31 08:00:00,24.1,3285.197281141868
2026-08-31 09:00:00,25.0,3500.856450768521
2026-08-31 10:00:00,26.0,3600.2854125872577
2026-08-31 11:00:00,27.0,3670.3383269782394
2026-08-31 12:00:00,27.9,3672.9746711355087
2026-08-31 13:00:00,28.6,3791.419513480458
2026-08-31 14:00:00,29.2,3819.4855403940437
2026-08-31 15:00:00,29.4,3866.656372611994
2026-08-31 16:00:00,29.2,3867.5347809586056
2026-08-31 17:00:00,28.4,3837.3128711532677
2026-08-31 18:00:00,26.9,3691.550083060551
2026-08-31 19:00:00,25.9,3620.147220162897
2026-08-31 20:00:00,25.3,3452.785191253739
2026-08-31 21:00:00,24.9,3233.6777069946625
2026-08-31 22:00:00,24.7,3029.9769987382983
2026-08-31 23:00:00,24.5,2904.193115063519
