datetime,temperature,predicted_demand_10000kW
2026-09-11 00:00:00,18.9,2448.9470456687714
2026-09-11 01:00:00,18.9,2355.4914573755323
2026-09-11 02:00:00,18.8,2304.0788400591537
2026-09-11 03:00:00,18.8,2306.61587174495
2026-09-11 04:00:00,18.7,2336.5553425480834
2026-09-11 05:00:00,18.7,2404.6632802547747
2026-09-11 06:00:00,18.7,2468.738466439871
2026-09-11 07:00:00,18.8,2689.188205235995
2026-09-11 08:00:00,18.9,3014.665958757245
2026-09-11 09:00:00,19.1,3236.965346399843
2026-09-11 10:00:00,19.2,3227.8266867916977
2026-09-11 11:00:00,19.3,3229.0245314638796
2026-09-11 12:00:00,19.5,3217.344230592098
2026-09-11 13:00:00,19.7,3226.9655772680094
2026-09-11 14:00:00,19.9,3224.4496946099357
2026-09-11 15:00:00,20.1,3202.2764135514876
2026-09-11 16:00:00,20.4,3187.2214382182524
2026-09-11 17:00:00,20.4,3204.8516905251677
2026-09-11 18:00:00,20.1,3192.1911066953116
2026-09-11 19:00:00,19.8,3073.6044864576006
2026-09-11 20:00:00,19.6,3009.0119278295547
2026-09-11 21:00:00,19.5,2764.8125338105715
2026-09-11 22:00:00,19.4,2713.5119694609384
2026-09-11 23:00:00,19.4,2582.6379731276834
