datetime,temperature,predicted_demand_10000kW
2026-09-07 00:00:00,22.0,2415.590698995729
2026-09-07 01:00:00,22.4,2323.024268568898
2026-09-07 02:00:00,21.9,2235.7158303683304
2026-09-07 03:00:00,21.9,2255.3332225473923
2026-09-07 04:00:00,21.5,2310.388914713657
2026-09-07 05:00:00,21.4,2333.8773559678184
2026-09-07 06:00:00,21.4,2475.4342545066297
2026-09-07 07:00:00,21.5,2804.6497470312265
2026-09-07 08:00:00,21.9,3125.8162910048904
2026-09-07 09:00:00,22.7,3338.3908356351294
2026-09-07 10:00:00,23.2,3513.9193161644334
2026-09-07 11:00:00,23.5,3518.173829295914
2026-09-07 12:00:00,24.1,3485.1737250151705
2026-09-07 13:00:00,24.5,3543.838380103795
2026-09-07 14:00:00,25.1,3611.2910775807477
2026-09-07 15:00:00,25.5,3630.1221305349145
2026-09-07 16:00:00,25.7,3686.0080061767485
2026-09-07 17:00:00,25.7,3685.048442812921
2026-09-07 18:00:00,25.6,3627.335951848917
2026-09-07 19:00:00,25.5,3560.8601079139535
2026-09-07 20:00:00,25.0,3397.6993645895213
2026-09-07 21:00:00,24.8,3221.2073154564428
2026-09-07 22:00:00,24.7,3072.874517485948
2026-09-07 23:00:00,24.4,2889.1106805578665
