datetime,temperature,predicted_demand_10000kW
2026-09-08 00:00:00,22.7,2498.43240847411
2026-09-08 01:00:00,22.7,2421.0152473636454
2026-09-08 02:00:00,22.7,2391.011217792286
2026-09-08 03:00:00,22.6,2398.3998753812666
2026-09-08 04:00:00,22.6,2445.2287079290095
2026-09-08 05:00:00,22.5,2495.235658404533
2026-09-08 06:00:00,22.5,2628.7475279712344
2026-09-08 07:00:00,22.6,2838.9322756066904
2026-09-08 08:00:00,22.8,3172.676041144757
2026-09-08 09:00:00,23.2,3387.639069334268
2026-09-08 10:00:00,23.8,3579.632817730856
2026-09-08 11:00:00,24.5,3615.904591403888
2026-09-08 12:00:00,25.5,3578.629410855325
2026-09-08 13:00:00,26.3,3825.690858197607
2026-09-08 14:00:00,27.0,3883.5442597858987
2026-09-08 15:00:00,27.2,3920.2366907182263
2026-09-08 16:00:00,26.7,3931.433685768756
2026-09-08 17:00:00,26.1,3791.6331176841763
2026-09-08 18:00:00,25.3,3594.7781899375195
2026-09-08 19:00:00,24.7,3508.4993304653945
2026-09-08 20:00:00,24.6,3389.601707555505
2026-09-08 21:00:00,26.0,3281.7545210084313
2026-09-08 22:00:00,26.9,3207.4552860303506
2026-09-08 23:00:00,27.1,3041.4908642630453
