datetime,temperature,predicted_demand_10000kW
2026-09-16 00:00:00,22.1,2736.2788137238053
2026-09-16 01:00:00,21.9,2523.5550962583625
2026-09-16 02:00:00,21.7,2537.373541398099
2026-09-16 03:00:00,21.5,2500.758862604601
2026-09-16 04:00:00,21.4,2531.2757554558093
2026-09-16 05:00:00,21.3,2539.307566691654
2026-09-16 06:00:00,21.2,2727.4843991627995
2026-09-16 07:00:00,21.3,2964.6790968311684
2026-09-16 08:00:00,21.3,3238.854272785044
2026-09-16 09:00:00,21.5,3453.6138989321057
2026-09-16 10:00:00,21.8,3489.8444188491435
2026-09-16 11:00:00,21.9,3544.6493824595195
2026-09-16 12:00:00,21.6,3437.9477821713576
2026-09-16 13:00:00,21.5,3556.7091680879093
2026-09-16 14:00:00,21.2,3530.6801586128345
2026-09-16 15:00:00,21.2,3510.491639586728
2026-09-16 16:00:00,21.0,3405.3695514871506
2026-09-16 17:00:00,21.0,3366.203558217755
2026-09-16 18:00:00,20.8,3322.1941660661605
2026-09-16 19:00:00,20.7,3234.625788555499
2026-09-16 20:00:00,20.3,3116.181879215822
2026-09-16 21:00:00,20.0,2960.854408429546
2026-09-16 22:00:00,19.5,2830.3029438910803
2026-09-16 23:00:00,19.2,2676.736338301287
