datetime,temperature,predicted_demand_10000kW
2026-09-02 00:00:00,23.7,2660.1163624390288
2026-09-02 01:00:00,23.3,2470.941901918525
2026-09-02 02:00:00,23.0,2452.268626384062
2026-09-02 03:00:00,22.9,2458.0167572229293
2026-09-02 04:00:00,22.7,2461.3628539456176
2026-09-02 05:00:00,22.5,2565.305444875743
2026-09-02 06:00:00,22.5,2736.0328863193577
2026-09-02 07:00:00,23.4,2976.1353211948554
2026-09-02 08:00:00,24.7,3443.758051330265
2026-09-02 09:00:00,26.6,4059.1368689118203
2026-09-02 10:00:00,28.3,4212.357507310426
2026-09-02 11:00:00,29.3,4361.013422986976
2026-09-02 12:00:00,30.0,4316.240303220121
2026-09-02 13:00:00,30.6,4400.045191266306
2026-09-02 14:00:00,31.0,4383.8381134005585
2026-09-02 15:00:00,31.0,4374.193203966388
2026-09-02 16:00:00,30.6,4369.578684218859
2026-09-02 17:00:00,29.6,4242.488352320039
2026-09-02 18:00:00,28.3,4118.578675275781
2026-09-02 19:00:00,27.3,3896.8979554825355
2026-09-02 20:00:00,26.7,3676.6695521163633
2026-09-02 21:00:00,26.3,3432.193137056171
2026-09-02 22:00:00,26.0,3243.6183934084443
2026-09-02 23:00:00,25.8,3038.7727927903193
